-0.2298123 -0.9384015  0.2580484 
 0.0337116  0.2573105  0.9657406 
-0.9726509  0.2306383 -0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0337116 -0.2573105 -0.9657406 
 0.9726509 -0.2306383  0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0781459 -0.2464966 -0.9659879 
-0.9700925  0.2421614  0.0166843 
-0.2298123 -0.9384015  0.2580484 
 0.0781459  0.2464966  0.9659879 
 0.9700925 -0.2421614 -0.0166843 
 0.2298123  0.9492181  0.2148749 
-0.0337116 -0.2128877  0.9764949 
 0.9726509 -0.2316543 -0.0169246 
-0.2298123 -0.9492181 -0.2148749 
 0.0337116  0.2128877 -0.9764949 
-0.9726509  0.2316543  0.0169246 
 0.9440566 -0.2351606 -0.2312068 
-0.2351606  0.0114914 -0.9718886 
-0.2312068 -0.9718886  0.0444520 
-0.9440566  0.2351606  0.2312068 
 0.2351606 -0.0114914  0.9718886 
 0.2312068  0.9718886 -0.0444520 
 0.9440566 -0.2243439  0.2417165 
-0.2243439  0.1003369  0.9693309 
 0.2417165  0.9693309 -0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2243439 -0.1003369 -0.9693309 
-0.2417165 -0.9693309  0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2351606 -0.0559141 -0.9703469 
 0.2312068  0.9729046 -0.0000293 
 0.9440566 -0.2243439  0.2417165 
-0.2351606  0.0559141  0.9703469 
-0.2312068 -0.9729046  0.0000293 
-0.9440566  0.2351606  0.2312068 
 0.2243439 -0.0559141  0.9729046 
-0.2417165 -0.9703469 -0.0000293 
 0.9440566 -0.2351606 -0.2312068 
-0.2243439  0.0559141 -0.9729046 
 0.2417165  0.9703469  0.0000293 
 1.0000000 -0.0000000  0.0000000 
-0.0000000  1.0000000  0.0000000 
 0.0000000  0.0000000  1.0000000 
-1.0000000 -0.0000000 -0.0000000 
 0.0000000 -1.0000000 -0.0000000 
-0.0000000 -0.0000000 -1.0000000 
 0.8881133 -0.4595045  0.0105098 
-0.4595045 -0.8881718 -0.0025577 
 0.0105098 -0.0025577 -0.9999415 
-0.8881133  0.4595045 -0.0105098 
 0.4595045  0.8881718  0.0025577 
-0.0105098  0.0025577  0.9999415 
-0.8881133  0.4595045 -0.0105098 
 0.4595045  0.8871261 -0.0431623 
-0.0105098 -0.0431623 -0.9990128 
 0.8881133 -0.4595045  0.0105098 
-0.4595045 -0.8871261  0.0431623 
 0.0105098  0.0431623  0.9990128 
-1.0000000 -0.0000000 -0.0000000 
-0.0000000 -0.9989543  0.0457200 
-0.0000000  0.0457200  0.9989543 
 1.0000000  0.0000000  0.0000000 
 0.0000000  0.9989543 -0.0457200 
 0.0000000 -0.0457200 -0.9989543 
 0.0559434  0.2519694  0.9661168 
 0.2519694  0.9327492 -0.2578573 
 0.9661168 -0.2578573  0.0113075 
-0.0559434 -0.2519694 -0.9661168 
-0.2519694 -0.9327492  0.2578573 
-0.9661168  0.2578573 -0.0113075 
-0.0559434 -0.2075351  0.9766266 
-0.2519694 -0.9435630 -0.2149424 
-0.9661168  0.2581046 -0.0004936 
 0.0559434  0.2075351 -0.9766266 
 0.2519694  0.9435630  0.2149424 
 0.9661168 -0.2581046  0.0004936 
 0.0559434  0.2075351 -0.9766266 
 0.2075351  0.9543769  0.2146950 
-0.9766266  0.2146950 -0.0103203 
-0.0559434 -0.2075351  0.9766266 
-0.2075351 -0.9543769 -0.2146950 
 0.9766266 -0.2146950  0.0103203 
-0.0559434 -0.2519694 -0.9661168 
-0.2075351 -0.9435630  0.2581046 
 0.9766266 -0.2149424 -0.0004936 
 0.0559434  0.2519694  0.9661168 
 0.2075351  0.9435630 -0.2581046 
-0.9766266  0.2149424  0.0004936 
-0.2298123  0.0781459  0.9700925 
-0.9492181  0.2020739 -0.2411453 
-0.2148749 -0.9762476  0.0277385 
 0.2298123 -0.0781459 -0.9700925 
 0.9492181 -0.2020739  0.2411453 
 0.2148749  0.9762476 -0.0277385 
 0.2298123 -0.0337116  0.9726509 
 0.9492181 -0.2128877 -0.2316543 
 0.2148749  0.9764949 -0.0169246 
-0.2298123  0.0337116 -0.9726509 
-0.9492181  0.2128877  0.2316543 
-0.2148749 -0.9764949  0.0169246 
-0.2298123  0.0337116 -0.9726509 
-0.9384015  0.2573105  0.2306383 
 0.2580484  0.9657406 -0.0274981 
 0.2298123 -0.0337116  0.9726509 
 0.9384015 -0.2573105 -0.2306383 
-0.2580484 -0.9657406  0.0274981 
 0.2298123 -0.0781459 -0.9700925 
 0.9384015 -0.2464966  0.2421614 
-0.2580484 -0.9659879  0.0166843 
-0.2298123  0.0781459  0.9700925 
-0.9384015  0.2464966 -0.2421614 
 0.2580484  0.9659879 -0.0166843 
-0.4596247 -0.8878811  0.0203076 
-0.8878811  0.4599072  0.0123530 
 0.0203076  0.0123530  0.9997175 
 0.4596247  0.8878811 -0.0203076 
 0.8878811 -0.4599072 -0.0123530 
-0.0203076 -0.0123530 -0.9997175 
-0.0000000 -0.9997385  0.0228660 
 0.9997385 -0.0005229 -0.0228600 
-0.0228660 -0.0228600 -0.9994771 
 0.0000000  0.9997385 -0.0228660 
-0.9997385  0.0005229  0.0228600 
 0.0228660  0.0228600  0.9994771 
-0.0000000  0.9997385 -0.0228660 
-0.9997385 -0.0005229 -0.0228600 
 0.0228660 -0.0228600 -0.9994771 
 0.0000000 -0.9997385  0.0228660 
 0.9997385  0.0005229  0.0228600 
-0.0228660  0.0228600  0.9994771 
 0.4596247  0.8878811 -0.0203076 
 0.8878811 -0.4588615  0.0333670 
-0.0203076  0.0333670  0.9992368 
-0.4596247 -0.8878811  0.0203076 
-0.8878811  0.4588615 -0.0333670 
 0.0203076 -0.0333670 -0.9992368 
-0.2298123 -0.9492181 -0.2148749 
 0.0781459  0.2020739 -0.9762476 
 0.9700925 -0.2411453  0.0277385 
 0.2298123  0.9492181  0.2148749 
-0.0781459 -0.2020739  0.9762476 
-0.9700925  0.2411453 -0.0277385 
-0.2298123 -0.9384015  0.2580484 
 0.0337116  0.2573105  0.9657406 
-0.9726509  0.2306383 -0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0337116 -0.2573105 -0.9657406 
 0.9726509 -0.2306383  0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0781459 -0.2464966 -0.9659879 
-0.9700925  0.2421614  0.0166843 
-0.2298123 -0.9384015  0.2580484 
 0.0781459  0.2464966  0.9659879 
 0.9700925 -0.2421614 -0.0166843 
 0.2298123  0.9492181  0.2148749 
-0.0337116 -0.2128877  0.9764949 
 0.9726509 -0.2316543 -0.0169246 
-0.2298123 -0.9492181 -0.2148749 
 0.0337116  0.2128877 -0.9764949 
-0.9726509  0.2316543  0.0169246 
 0.9440566 -0.2351606 -0.2312068 
-0.2351606  0.0114914 -0.9718886 
-0.2312068 -0.9718886  0.0444520 
-0.9440566  0.2351606  0.2312068 
 0.2351606 -0.0114914  0.9718886 
 0.2312068  0.9718886 -0.0444520 
 0.9440566 -0.2243439  0.2417165 
-0.2243439  0.1003369  0.9693309 
 0.2417165  0.9693309 -0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2243439 -0.1003369 -0.9693309 
-0.2417165 -0.9693309  0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2351606 -0.0559141 -0.9703469 
 0.2312068  0.9729046 -0.0000293 
 0.9440566 -0.2243439  0.2417165 
-0.2351606  0.0559141  0.9703469 
-0.2312068 -0.9729046  0.0000293 
-0.9440566  0.2351606  0.2312068 
 0.2243439 -0.0559141  0.9729046 
-0.2417165 -0.9703469 -0.0000293 
 0.9440566 -0.2351606 -0.2312068 
-0.2243439  0.0559141 -0.9729046 
 0.2417165  0.9703469  0.0000293 
 1.0000000 -0.0000000  0.0000000 
 0.0000000  1.0000000  0.0000000 
 0.0000000  0.0000000  1.0000000 
-1.0000000  0.0000000 -0.0000000 
-0.0000000 -1.0000000 -0.0000000 
-0.0000000 -0.0000000 -1.0000000 
 0.8881133 -0.4595045  0.0105098 
-0.4595045 -0.8881718 -0.0025577 
 0.0105098 -0.0025577 -0.9999415 
-0.8881133  0.4595045 -0.0105098 
 0.4595045  0.8881718  0.0025577 
-0.0105098  0.0025577  0.9999415 
-0.8881133  0.4595045 -0.0105098 
 0.4595045  0.8871261 -0.0431623 
-0.0105098 -0.0431623 -0.9990128 
 0.8881133 -0.4595045  0.0105098 
-0.4595045 -0.8871261  0.0431623 
 0.0105098  0.0431623  0.9990128 
-1.0000000 -0.0000000 -0.0000000 
-0.0000000 -0.9989543  0.0457200 
-0.0000000  0.0457200  0.9989543 
 1.0000000  0.0000000  0.0000000 
 0.0000000  0.9989543 -0.0457200 
 0.0000000 -0.0457200 -0.9989543 
 0.0559434  0.2519694  0.9661168 
 0.2519694  0.9327492 -0.2578573 
 0.9661168 -0.2578573  0.0113075 
-0.0559434 -0.2519694 -0.9661168 
-0.2519694 -0.9327492  0.2578573 
-0.9661168  0.2578573 -0.0113075 
-0.0559434 -0.2075351  0.9766266 
-0.2519694 -0.9435630 -0.2149424 
-0.9661168  0.2581046 -0.0004936 
 0.0559434  0.2075351 -0.9766266 
 0.2519694  0.9435630  0.2149424 
 0.9661168 -0.2581046  0.0004936 
 0.0559434  0.2075351 -0.9766266 
 0.2075351  0.9543769  0.2146950 
-0.9766266  0.2146950 -0.0103203 
-0.0559434 -0.2075351  0.9766266 
-0.2075351 -0.9543769 -0.2146950 
 0.9766266 -0.2146950  0.0103203 
-0.0559434 -0.2519694 -0.9661168 
-0.2075351 -0.9435630  0.2581046 
 0.9766266 -0.2149424 -0.0004936 
 0.0559434  0.2519694  0.9661168 
 0.2075351  0.9435630 -0.2581046 
-0.9766266  0.2149424  0.0004936 
-0.2298123  0.0781459  0.9700925 
-0.9492181  0.2020739 -0.2411453 
-0.2148749 -0.9762476  0.0277385 
 0.2298123 -0.0781459 -0.9700925 
 0.9492181 -0.2020739  0.2411453 
 0.2148749  0.9762476 -0.0277385 
 0.2298123 -0.0337116  0.9726509 
 0.9492181 -0.2128877 -0.2316543 
 0.2148749  0.9764949 -0.0169246 
-0.2298123  0.0337116 -0.9726509 
-0.9492181  0.2128877  0.2316543 
-0.2148749 -0.9764949  0.0169246 
-0.2298123  0.0337116 -0.9726509 
-0.9384015  0.2573105  0.2306383 
 0.2580484  0.9657406 -0.0274981 
 0.2298123 -0.0337116  0.9726509 
 0.9384015 -0.2573105 -0.2306383 
-0.2580484 -0.9657406  0.0274981 
 0.2298123 -0.0781459 -0.9700925 
 0.9384015 -0.2464966  0.2421614 
-0.2580484 -0.9659879  0.0166843 
-0.2298123  0.0781459  0.9700925 
-0.9384015  0.2464966 -0.2421614 
 0.2580484  0.9659879 -0.0166843 
-0.4596247 -0.8878811  0.0203076 
-0.8878811  0.4599072  0.0123530 
 0.0203076  0.0123530  0.9997175 
 0.4596247  0.8878811 -0.0203076 
 0.8878811 -0.4599072 -0.0123530 
-0.0203076 -0.0123530 -0.9997175 
-0.0000000 -0.9997385  0.0228660 
 0.9997385 -0.0005229 -0.0228600 
-0.0228660 -0.0228600 -0.9994771 
 0.0000000  0.9997385 -0.0228660 
-0.9997385  0.0005229  0.0228600 
 0.0228660  0.0228600  0.9994771 
 0.0000000  0.9997385 -0.0228660 
-0.9997385 -0.0005229 -0.0228600 
 0.0228660 -0.0228600 -0.9994771 
-0.0000000 -0.9997385  0.0228660 
 0.9997385  0.0005229  0.0228600 
-0.0228660  0.0228600  0.9994771 
 0.4596247  0.8878811 -0.0203076 
 0.8878811 -0.4588615  0.0333670 
-0.0203076  0.0333670  0.9992368 
-0.4596247 -0.8878811  0.0203076 
-0.8878811  0.4588615 -0.0333670 
 0.0203076 -0.0333670 -0.9992368 
-0.2298123 -0.9492181 -0.2148749 
 0.0781459  0.2020739 -0.9762476 
 0.9700925 -0.2411453  0.0277385 
 0.2298123  0.9492181  0.2148749 
-0.0781459 -0.2020739  0.9762476 
-0.9700925  0.2411453 -0.0277385 
-0.2298123 -0.9384015  0.2580484 
 0.0337116  0.2573105  0.9657406 
-0.9726509  0.2306383 -0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0337116 -0.2573105 -0.9657406 
 0.9726509 -0.2306383  0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0781459 -0.2464966 -0.9659879 
-0.9700925  0.2421614  0.0166843 
-0.2298123 -0.9384015  0.2580484 
 0.0781459  0.2464966  0.9659879 
 0.9700925 -0.2421614 -0.0166843 
 0.2298123  0.9492181  0.2148749 
-0.0337116 -0.2128877  0.9764949 
 0.9726509 -0.2316543 -0.0169246 
-0.2298123 -0.9492181 -0.2148749 
 0.0337116  0.2128877 -0.9764949 
-0.9726509  0.2316543  0.0169246 
 0.9440566 -0.2351606 -0.2312068 
-0.2351606  0.0114914 -0.9718886 
-0.2312068 -0.9718886  0.0444520 
-0.9440566  0.2351606  0.2312068 
 0.2351606 -0.0114914  0.9718886 
 0.2312068  0.9718886 -0.0444520 
 0.9440566 -0.2243439  0.2417165 
-0.2243439  0.1003369  0.9693309 
 0.2417165  0.9693309 -0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2243439 -0.1003369 -0.9693309 
-0.2417165 -0.9693309  0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2351606 -0.0559141 -0.9703469 
 0.2312068  0.9729046 -0.0000293 
 0.9440566 -0.2243439  0.2417165 
-0.2351606  0.0559141  0.9703469 
-0.2312068 -0.9729046  0.0000293 
-0.9440566  0.2351606  0.2312068 
 0.2243439 -0.0559141  0.9729046 
-0.2417165 -0.9703469 -0.0000293 
 0.9440566 -0.2351606 -0.2312068 
-0.2243439  0.0559141 -0.9729046 
 0.2417165  0.9703469  0.0000293 
 1.0000000  0.0000000  0.0000000 
 0.0000000  1.0000000  0.0000000 
 0.0000000  0.0000000  1.0000000 
-1.0000000 -0.0000000 -0.0000000 
-0.0000000 -1.0000000 -0.0000000 
-0.0000000 -0.0000000 -1.0000000 
 0.8881133 -0.4595045  0.0105098 
-0.4595045 -0.8881718 -0.0025577 
 0.0105098 -0.0025577 -0.9999415 
-0.8881133  0.4595045 -0.0105098 
 0.4595045  0.8881718  0.0025577 
-0.0105098  0.0025577  0.9999415 
-0.8881133  0.4595045 -0.0105098 
 0.4595045  0.8871261 -0.0431623 
-0.0105098 -0.0431623 -0.9990128 
 0.8881133 -0.4595045  0.0105098 
-0.4595045 -0.8871261  0.0431623 
 0.0105098  0.0431623  0.9990128 
-1.0000000 -0.0000000 -0.0000000 
-0.0000000 -0.9989543  0.0457200 
-0.0000000  0.0457200  0.9989543 
 1.0000000  0.0000000  0.0000000 
 0.0000000  0.9989543 -0.0457200 
 0.0000000 -0.0457200 -0.9989543 
 0.0559434  0.2519694  0.9661168 
 0.2519694  0.9327492 -0.2578573 
 0.9661168 -0.2578573  0.0113075 
-0.0559434 -0.2519694 -0.9661168 
-0.2519694 -0.9327492  0.2578573 
-0.9661168  0.2578573 -0.0113075 
-0.0559434 -0.2075351  0.9766266 
-0.2519694 -0.9435630 -0.2149424 
-0.9661168  0.2581046 -0.0004936 
 0.0559434  0.2075351 -0.9766266 
 0.2519694  0.9435630  0.2149424 
 0.9661168 -0.2581046  0.0004936 
 0.0559434  0.2075351 -0.9766266 
 0.2075351  0.9543769  0.2146950 
-0.9766266  0.2146950 -0.0103203 
-0.0559434 -0.2075351  0.9766266 
-0.2075351 -0.9543769 -0.2146950 
 0.9766266 -0.2146950  0.0103203 
-0.0559434 -0.2519694 -0.9661168 
-0.2075351 -0.9435630  0.2581046 
 0.9766266 -0.2149424 -0.0004936 
 0.0559434  0.2519694  0.9661168 
 0.2075351  0.9435630 -0.2581046 
-0.9766266  0.2149424  0.0004936 
-0.2298123  0.0781459  0.9700925 
-0.9492181  0.2020739 -0.2411453 
-0.2148749 -0.9762476  0.0277385 
 0.2298123 -0.0781459 -0.9700925 
 0.9492181 -0.2020739  0.2411453 
 0.2148749  0.9762476 -0.0277385 
 0.2298123 -0.0337116  0.9726509 
 0.9492181 -0.2128877 -0.2316543 
 0.2148749  0.9764949 -0.0169246 
-0.2298123  0.0337116 -0.9726509 
-0.9492181  0.2128877  0.2316543 
-0.2148749 -0.9764949  0.0169246 
-0.2298123  0.0337116 -0.9726509 
-0.9384015  0.2573105  0.2306383 
 0.2580484  0.9657406 -0.0274981 
 0.2298123 -0.0337116  0.9726509 
 0.9384015 -0.2573105 -0.2306383 
-0.2580484 -0.9657406  0.0274981 
 0.2298123 -0.0781459 -0.9700925 
 0.9384015 -0.2464966  0.2421614 
-0.2580484 -0.9659879  0.0166843 
-0.2298123  0.0781459  0.9700925 
-0.9384015  0.2464966 -0.2421614 
 0.2580484  0.9659879 -0.0166843 
-0.4596247 -0.8878811  0.0203076 
-0.8878811  0.4599072  0.0123530 
 0.0203076  0.0123530  0.9997175 
 0.4596247  0.8878811 -0.0203076 
 0.8878811 -0.4599072 -0.0123530 
-0.0203076 -0.0123530 -0.9997175 
 0.0000000 -0.9997385  0.0228660 
 0.9997385 -0.0005229 -0.0228600 
-0.0228660 -0.0228600 -0.9994771 
-0.0000000  0.9997385 -0.0228660 
-0.9997385  0.0005229  0.0228600 
 0.0228660  0.0228600  0.9994771 
-0.0000000  0.9997385 -0.0228660 
-0.9997385 -0.0005229 -0.0228600 
 0.0228660 -0.0228600 -0.9994771 
 0.0000000 -0.9997385  0.0228660 
 0.9997385  0.0005229  0.0228600 
-0.0228660  0.0228600  0.9994771 
 0.4596247  0.8878811 -0.0203076 
 0.8878811 -0.4588615  0.0333670 
-0.0203076  0.0333670  0.9992368 
-0.4596247 -0.8878811  0.0203076 
-0.8878811  0.4588615 -0.0333670 
 0.0203076 -0.0333670 -0.9992368 
-0.2298123 -0.9492181 -0.2148749 
 0.0781459  0.2020739 -0.9762476 
 0.9700925 -0.2411453  0.0277385 
 0.2298123  0.9492181  0.2148749 
-0.0781459 -0.2020739  0.9762476 
-0.9700925  0.2411453 -0.0277385 
-0.2298123 -0.9384015  0.2580484 
 0.0337116  0.2573105  0.9657406 
-0.9726509  0.2306383 -0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0337116 -0.2573105 -0.9657406 
 0.9726509 -0.2306383  0.0274981 
 0.2298123  0.9384015 -0.2580484 
-0.0781459 -0.2464966 -0.9659879 
-0.9700925  0.2421614  0.0166843 
-0.2298123 -0.9384015  0.2580484 
 0.0781459  0.2464966  0.9659879 
 0.9700925 -0.2421614 -0.0166843 
 0.2298123  0.9492181  0.2148749 
-0.0337116 -0.2128877  0.9764949 
 0.9726509 -0.2316543 -0.0169246 
-0.2298123 -0.9492181 -0.2148749 
 0.0337116  0.2128877 -0.9764949 
-0.9726509  0.2316543  0.0169246 
 0.9440566 -0.2351606 -0.2312068 
-0.2351606  0.0114914 -0.9718886 
-0.2312068 -0.9718886  0.0444520 
-0.9440566  0.2351606  0.2312068 
 0.2351606 -0.0114914  0.9718886 
 0.2312068  0.9718886 -0.0444520 
 0.9440566 -0.2243439  0.2417165 
-0.2243439  0.1003369  0.9693309 
 0.2417165  0.9693309 -0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2243439 -0.1003369 -0.9693309 
-0.2417165 -0.9693309  0.0443935 
-0.9440566  0.2243439 -0.2417165 
 0.2351606 -0.0559141 -0.9703469 
 0.2312068  0.9729046 -0.0000293 
 0.9440566 -0.2243439  0.2417165 
-0.2351606  0.0559141  0.9703469 
-0.2312068 -0.9729046  0.0000293 
-0.9440566  0.2351606  0.2312068 
 0.2243439 -0.0559141  0.9729046 
-0.2417165 -0.9703469 -0.0000293 
 0.9440566 -0.2351606 -0.2312068 
-0.2243439  0.0559141 -0.9729046 
 0.2417165  0.9703469  0.0000293 
